# Date Time Temperature (degrees C)  Pressure (mm H2O) Specific Gravity
04-07-2020 16:34  22  0  1.064
04-07-2020 16:35  21.9  0
04-07-2020 18:52  21.9  0
04-07-2020 22:14  20.3  50
05-07-2020 07:38  21.8  50
05-07-2020 10:49  21.0  10
05-07-2020 15:24  20.9  10
05-07-2020 20:03  20.0  10
05-07-2020 23:24  20.8  8
06-07-2020 07:21  19.5  2
06-07-2020 12:24  19.8  1
06-07-2020 14:55  19.0  2
06-07-2020 21:38  19.5  1
07-07-2020 09:00  19.9  1
07-07-2020 12:26  19.6  0
07-07-2020 15:35  19.4  0
07-07-2020 21:14  19.7  0
08-07-2020 08:38  19.3  0
08-07-2020 13:24  19.3  0
08-07-2020 20:13  19.5  0
09-07-2020 08:55  19.3  0
09-07-2020 14:15  19.4  0
09-07-2020 19:51  19.4  0
09-07-2020 23:32  19.4  0
10-07-2020 06:36  19.3  0
10-07-2020 14:50  19.2  0
10-07-2020 18:28  19.2  0
10-07-2020 22:41  19.3  0
11-07-2020 06:05  19.7  0
11-07-2020 21:50  19.2  0
12-07-2020 12:01  19.6  0
12-07-2020 17:09  19.7  0
12-07-2020 21:02  19.9  0
13-07-2020 11:35  19.7  0
13-07-2020 18:00  19.7  0
13-07-2020 23:02  19.9  0
14-07-2020 07:18  19.2  0
14-07-2020 13:28  19.4  0
14-07-2020 19:35  19.8  0  1.012
